"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.25,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.3,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.35,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.4,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.45,1.73693252472731,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.5,4,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.55,6.26306747527269,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.6,8.56259305991989,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.65,10.9393352602638,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.7,13.4440635408318,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.75,16.1470591735233,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.8,19.1569729902258,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.85,22.6653951493536,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.9,27.0797913475617,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.95,33.6225914961033,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.975,39.2974948711453,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-07-25",25,4,"wk","inc death","2021-08-21","quantile",0.99,45.8957964534857,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.01,32.5267052230374,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.025,41.263369988701,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.05,48.7773836703345,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.1,57.4405602186016,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.15,63.2855643071962,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.2,67.9309882664093,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.25,71.9163483870216,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.3,75.4953249480641,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.35,78.8117801059998,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.4,81.9587717340255,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.45,85.0035225539796,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.5,88,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.55,90.9964774460204,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.6,94.0412282659745,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.65,97.1882198940002,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.7,100.504675051936,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.75,104.083651612978,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.8,108.069011733591,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.85,112.714435692804,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.9,118.559439781398,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.95,127.222616329665,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.975,134.736630011299,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-02",25,4,"wk","inc death","2021-08-28","quantile",0.99,143.473294776963,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.25,0.0664144055117504,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.3,2.49938469810513,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.35,4.75389425925096,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.4,6.89320336380842,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.45,8.96300968049036,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.5,11,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.55,13.0369903195096,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.6,15.1067966361916,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.65,17.246105740749,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.7,19.5006153018949,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.75,21.9335855944882,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.8,24.6428133900263,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.85,27.8007492682045,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.9,31.7741536940484,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.95,37.6633376051359,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.975,42.7713263705737,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-09",25,4,"wk","inc death","2021-09-04","quantile",0.99,48.7104672027854,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.25,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.3,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.35,1.49638089732616,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.4,5.0939005215223,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.45,8.57454239168874,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.5,12,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.55,15.4254576083113,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.6,18.9060994784777,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.65,22.5036191026738,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.7,26.2948629074526,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.75,30.3862110693663,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.8,34.9421212649031,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.85,40.2525910186669,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.9,46.9343745750484,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.95,56.8377843466878,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.975,65.4275153886847,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-16",25,4,"wk","inc death","2021-09-11","quantile",0.99,75.4149340600852,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.25,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.3,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.35,0.852539892312052,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.4,4.32807404071355,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.45,7.6906935513216,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.5,11,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.55,14.3093064486784,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.6,17.6719259592865,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.65,21.1474601076879,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.7,24.8101495951341,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.75,28.7627674360774,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.8,33.1641948404322,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.85,38.2945960338329,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.9,44.7498122239667,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.95,54.3174150288178,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.975,62.6158836073519,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-23",25,4,"wk","inc death","2021-09-18","quantile",0.99,72.2646467199629,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.25,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.3,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.35,0.97739346272283,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.4,5.09517063352905,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.45,9.07916770093288,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.5,13,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.55,16.9208322990671,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.6,20.9048293664709,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.65,25.0226065372772,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.7,29.362123431998,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.75,34.0451444628343,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.8,39.2599104558431,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.85,45.338357108707,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.9,52.9864309659533,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.95,64.3220285250463,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.975,74.1539688847915,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-08-30",25,4,"wk","inc death","2021-09-25","quantile",0.99,85.585724343131,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.15,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.2,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.25,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.3,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.35,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.4,1.90466947531968,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.45,7.49666421965594,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.5,13,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.55,18.5033357803441,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.6,24.0953305246803,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.65,29.8751009180633,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.7,35.9661083303909,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.75,42.5392630162533,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.8,49.8587824668139,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.85,58.3905763314906,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.9,69.1255211847274,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.95,85.0363265648302,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.975,98.8365773903606,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-06",25,4,"wk","inc death","2021-10-02","quantile",0.99,114.882351360589,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-13",25,4,"wk","inc death","2021-10-09","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-13",25,4,"wk","inc death","2021-10-09","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-13",25,4,"wk","inc death","2021-10-09","quantile",0.05,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-09-13",25,4,"wk","inc death","2021-10-09","quantile",0.1,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
