"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"Ensemble.all",NA,48.417816194212,36.5612844755144,11.8565317186976,0,200.565010427895,241.898594348801,270.572769618849,314.331907360378,342.998001252949,368.868562518641,391.130604875518,410.414179566373,427.08364291491,444.536845933142,460.776643367958,477.077605965278,504.178065683165,531.376942654973,561.051773726003,590.325157730118,624.543521709351,660.24991597703,700.258622109785,747.99679017772,829.353632324483,888.974017918154,963.059357420166,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,52.9590823161483,37.8409082259422,15.1181740902062,0,210.43782477233,251.279820130357,278.671828717984,322.290166647229,350.754015000568,376.849795244685,399.313480974844,418.689584224087,435.294833767774,452.89154321604,469.189387474001,485.587306710938,514.134660208512,542.761468945589,574.107509953254,604.892170234466,641.069911433133,678.658493062945,720.659686282508,770.579618083131,856.495373468265,918.701868669967,996.389589056738,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,53.2026519141407,36.6575319914754,16.5451199226652,0,208.010636731382,251.010918642401,280.519365821205,325.498395780425,354.372751409568,380.852132833471,403.396930484958,422.71595201217,439.469098279274,456.478951674785,472.248723788953,488.712306710938,516.575323893561,544.549060486845,574.433245441753,604.240802446383,637.23646192302,672.656155474159,711.915949873509,758.746388949935,833.147836365043,885.720770157923,949.566777097687,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,52.4310779158591,38.5063910866198,13.9246868292393,0,203.258588842283,242.466271250814,271.243108248233,311.411553670347,342.621619271385,369.354480416434,392.73033457326,413.698059202647,432.118352473508,450.430778730644,467.218054773984,483.337306710938,512.001948320846,540.805035372073,572.155607001473,604.159563039722,640.317747367254,677.815250261828,721.372235317743,770.620396766137,854.209287776814,919.224772977139,1001.23829922831,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,58.2105622402276,40.5328336219102,17.6777286183174,0,191.210636731382,236.680918642401,268.054365821205,316.260895780425,347.821501409568,376.377132833471,400.951930484958,422.22345201217,440.585348279274,459.850201674785,477.761223788953,495.747306710938,525.882823893561,556.122810486845,589.135745441753,621.678302446383,659.75146192302,699.451155474159,743.912199873509,796.928888949935,887.432836365043,953.619520157923,1035.93552709769,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,54.621618283016,35.8405216079178,18.7810966750982,0,225.635636731382,272.135918642401,304.394365821205,345.510043896906,370.032470694261,392.649412556268,412.262743205585,429.631741670066,444.706145087242,461.263163766906,476.825164678361,492.587306710938,520.497702617348,548.395689703137,578.656100607805,607.903830701665,642.040206210463,676.790728069885,715.392145635466,761.474228103327,839.295132150501,892.68493783085,962.082895771374,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,34.3504040223858,33.8139993827798,0.536404639605994,0,171.260636731382,208.510918642401,233.419365821205,276.623395780425,303.622751409568,326.977132833471,346.834430484958,363.50345201217,378.094098279274,393.278951674785,407.873723788953,422.337306710938,448.200323893561,474.249060486845,502.133245441753,529.540802446383,562.08646192302,596.381155474159,633.140949873509,678.421388949935,750.872836365043,806.220770157923,869.691777097687,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,50.7144997402276,32.7259015566928,17.9885981835348,0,188.823136731382,235.260918642401,267.344365821205,316.235895780425,348.147751409568,376.902132833471,401.609430484958,422.95345201217,441.369098279274,460.666451674785,478.586223788953,496.587306710938,516.150323893561,535.836560486845,558.295745441753,580.303302446383,607.88646192302,637.131155474159,671.215949873509,714.008888949935,794.610336365043,856.220770157923,939.504277097687,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,41.3712812926445,36.3368527599248,5.03442853271963,0,194.12341984815,227.903534653631,253.657350926194,295.390568126793,322.56011676249,347.658471533026,369.234132701184,387.830710939709,403.713559759298,420.622663060765,436.269933190511,452.00666375,479.436120533976,506.952022439735,537.132001262728,566.690432113295,601.54494825821,637.63656127782,677.937143634808,725.67110764721,808.38598819955,867.812520995813,936.205565986637,"2021-01-23","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,49.0268416538146,36.7966200463667,12.2302216074478,0,212.324576731382,251.838129892401,277.850809571205,319.766250780425,347.049033909568,372.196371583471,393.842030484958,412.48121201217,428.402252029274,445.348907924785,461.017355038953,476.795642960938,504.723363893561,532.720775486845,563.416762941753,593.517213696383,628.95803442302,665.728589224159,706.781338623509,755.520205199935,839.733063865043,900.560230157923,976.919508347687,"2021-01-23","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",18.3,39.3764956614804,38.9851913136544,0.391304347826087,0,0,0,48.3677482855637,114.989858021705,159.939479171504,195.664013129377,226.312482292411,253.835754831578,279.340168626688,303.541363236185,326.956299099018,350,373.043700900982,396.458636763815,420.659831373312,446.164245168422,473.687517707589,504.335986870623,540.060520828496,585.010141978295,651.632251714436,709.416996290245,776.604249776647,"2021-01-30","MA","4wk ahead inc death"
"UMass-MechBayes",5.76,72.7491304347826,41.4013043478261,31.3478260869565,0,188,213,248,282,310,333,351,378,399,425,447,472,495,525,554,583,622,653,704,753,878,1008,1132,"2021-01-30","MA","4wk ahead inc death"
"USC-SI_kJalpha",-0.25,115.147509646025,25.0198517235579,90.1276579224674,0,260.185815796284,266.587700716918,290.668150238712,358.152515531733,379.463704342922,428.874241722209,472.002515531733,490.152515531733,503.888132201212,511.824298596456,522.610142650377,536,566.215134852085,578.80467397251,585.152515531733,599.237672182992,607.621623030495,611.5723927731,619.809066310977,658.986982651915,748.369867129908,820.079046143989,944.564760429693,"2021-01-30","MA","4wk ahead inc death"
"RobertWalraven-ESG",7.27,57.5530217391304,9.83910869565217,47.7139130434783,0,324.16,341.08,355.65,372.44,383.77,392.78,400.51,407.45,413.87,419.97,425.86,431.66,437.45,443.34,449.44,455.87,462.8,470.53,479.54,490.87,507.67,522.23,539.16,"2021-01-30","MA","4wk ahead inc death"
"COVIDhub-baseline",5.94,83.7223471186016,43.9669683909014,39.7553787277003,0,0,0,94.4884403844039,202.775663756638,264.270756207562,315.235938359384,356.208914589146,390.561570615706,421.614667146671,447.692504925049,470.609198091981,492,513.749888498885,536.927089270893,563.066641666417,592.545903459035,627.634261342614,669.013886138861,720.022712227123,779.964411644117,887.450147501475,996.226908269082,1116.21486404864,"2021-01-30","MA","4wk ahead inc death"
"Karlen-pypm",-24.47,352.249304347826,57.962347826087,294.286956521739,0,402,441.9,481.9,553.8,603.9,644.8,683,714,748,786,818.5,856,889.5,931.2,966,1006,1051.5,1096.2,1148.5,1223.1,1351.2,1470.1,1646.2,"2021-01-30","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",-4.44,155.294782608696,66.7730434782609,88.5217391304348,0,354.5,355,364.5,383.4,402.4,421.3,440.3,459.2,478.2,497.1,516.1,535,605.5,676.1,746.6,817.1,887.6,958.2,1028.7,1099.2,1169.7,1205,1205.5,"2021-01-30","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-7.56,210.418290155697,21.0173550326763,189.400935123021,0,387.009985766793,442.453546993774,470.805368075753,503.477466655939,525.618888834246,543.080010389496,558.200981633218,571.701848815113,584.212652403669,596.093415523736,607.524149737741,618.864878170532,632.336875785801,645.915794017065,660.029315328299,674.891280951493,690.929373350623,708.892036837649,729.634636340524,755.937107875097,794.749291480992,828.429285519165,894.292384971592,"2021-01-30","MA","4wk ahead inc death"
"BPagano-RtDriven",4.02,84.7444455347826,36.1939446652174,48.5505008695652,0,111.14169,169.4779,221.6274,282.69276,324.16152,357.20116,385.58252,411.08913,434.73602,457.18132,478.90128,500.27866,521.65604,543.37599,565.8213,589.46818,614.97479,643.35616,676.39579,717.86456,778.92991,831.07941,889.41563,"2021-01-30","MA","4wk ahead inc death"
"Ensemble.all",NA,111.667875896333,37.9065683859815,73.7613075103516,0,225.221943507009,247.72212752341,286.223011887159,339.303140440668,372.613816506248,403.548373733385,430.346379338501,452.887868866014,473.65129337536,493.822544697936,512.673452175457,532.422615352281,559.38351555975,586.346909336031,612.30773376664,640.475253529105,670.971951714591,701.677829180026,738.518080634124,784.881467127714,863.077940869646,932.284627358053,1015.99465435851,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,129.966785877402,37.7717405200224,92.1950453573798,0,253.374686445385,278.687393463836,315.954919837359,367.342300743039,399.198108673091,429.533918808886,455.850616469262,477.769383120319,497.940183968944,517.607692380655,535.888096310012,555.225442271317,582.675992392096,610.082943407559,636.263721565806,664.76412957419,695.632505965467,726.345559468701,763.325275609828,809.865382771391,889.508652014047,960.143081241529,1045.91845493124,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,117.431939339527,37.4697263907509,79.9622129487761,0,229.874686445385,252.062393463836,291.000888373054,346.466032995752,380.440543569529,412.366920450058,440.264676755814,462.248852474266,482.98270504728,502.425362785178,520.88263369739,539.975442271317,567.431455004719,594.015273003035,619.59620048747,647.659660220243,677.093445678915,707.762557827529,742.83284071339,788.866650518678,861.212683478351,922.82020577781,1001.49398615332,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,111.419362063836,39.5174079687844,71.9019540950516,0,220.851459470849,245.363930874222,285.667369593215,336.946968554285,371.757580526664,400.382640234782,425.139362314347,448.2297880328,469.871688522129,491.572325460621,511.431365866093,531.975442271317,558.529563148208,587.289688756472,615.702136046003,645.629951197369,678.890742800103,712.941008730892,753.356707424518,800.618277687189,877.416450087113,946.310325009812,1024.92339109961,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,118.93408049207,41.4150008472727,77.5190796447977,0,212.854686445385,236.052393463836,277.544638373054,335.161032995752,371.219293569529,404.894420450058,434.075926755813,458.567602474266,481.12395504728,503.054112785178,523.52513369739,545.017942271317,574.625205004719,604.222773003035,632.66620048747,663.550910220243,696.993445678915,730.571307827529,770.89034071339,821.632900518678,907.503933478351,983.54145577781,1075.59898615332,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,117.611565967924,37.1490183853665,80.4625475825572,0,253.374686445385,278.687393463836,310.189833325004,356.369075026172,386.156699043584,414.587428155135,439.61356243217,460.678656147303,480.155871653946,499.588799669547,517.931483935892,537.475442271317,565.087718942358,592.524386844174,618.462870279168,646.466422287863,676.389163011088,705.760822060172,740.830001685,785.496099063163,860.031415040667,924.291842244175,1003.46712814724,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,87.1995451659834,35.3995959559683,51.7999492100151,0,203.124686445385,223.449893463837,261.763388373054,312.491032995752,343.703043569529,373.391920450058,398.764676755814,420.248852474266,439.35770504728,457.300362785178,474.44513369739,491.975442271317,518.118955004719,543.240273003035,568.09620048747,594.784660220243,623.405945678915,652.362557827529,687.27034071339,730.104150518678,802.062683478351,865.05770577781,937.218986153321,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,107.229729948592,34.2982589994466,72.9314709491455,0,209.062186445385,234.312393463836,276.438388373054,333.791032995752,368.890543569529,401.329420450058,429.102176755814,452.098852474266,473.08270504728,493.412862785178,512.24513369739,532.100442271317,553.618955004719,575.127773003035,595.52120048747,618.397160220243,643.893445678915,669.612557827529,702.24534071339,745.591650518678,824.750183478351,898.19520577781,992.306486153322,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,104.103925934481,40.0177200551446,64.0862058793359,0,204.998438224536,223.380700089615,263.150217363585,318.781349663759,353.488182465248,386.106919151371,414.364554051661,438.036121372377,459.831123496821,481.038685844711,500.817114980172,521.6173325,550.264345531494,578.900798750902,606.342536071433,636.173250101306,668.477274010087,700.776053222823,739.628511170824,788.499512034291,871.619022043227,945.266545087914,1031.20743803187,"2021-01-30","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,115.68410886507,38.120646351077,77.5634625139935,0,239.481975195385,257.502655963837,294.297463373054,346.379437995752,378.670353569529,409.341775450058,435.941861755814,458.112711224266,478.51570254728,498.402697785178,516.89497369739,536.440609771317,564.099450004719,591.718274253035,618.11853798747,646.851137720243,677.971596928915,708.968037827529,746.28336696339,793.258580518678,873.596444728351,944.93527952781,1031.81703240332,"2021-01-30","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",11.43,115.51228066002,35.4771349094918,80.0351457505283,0,157.648704139463,218.653885679249,271.121707329241,331.613745448336,372.427436380694,404.864864113402,432.693288824732,457.684074289131,480.841761393447,502.816141860285,524.076609269385,545,565.923390730615,587.183858139715,609.158238606553,632.315925710869,657.306711175268,685.135135886598,717.572563619306,758.386254551664,818.878292670759,871.346114320751,932.351295860537,"2021-02-06","MA","4wk ahead inc death"
"UMass-MechBayes",-10.89,283.934782608696,108.413043478261,175.521739130435,0,253,283,318,378,435,486,541,590,636,686,732,798,857,915,994,1121,1236,1374,1497,1692,2096,2561,2893,"2021-02-06","MA","4wk ahead inc death"
"USC-SI_kJalpha",-4.79,233.120635248198,36.500889230478,196.61974601772,0,204.556087341858,418.033865119634,478.952615119649,509.940830293781,533.268051268747,549.369809820112,571.652115388565,576.575526234464,590.733865119652,609.503356645075,631.097044194098,661,707.733865119652,724.285570876582,749.76502248867,762.770455107698,766.733865119652,803.391309879301,837.275772634103,881.703297434064,945.64053178632,985.901065974353,1000.37299555444,"2021-02-06","MA","4wk ahead inc death"
"RobertWalraven-ESG",-28.02,479.824086956522,13.6832173913044,466.140869565217,0,715.4,738.94,759.19,782.54,798.3,810.83,821.58,831.23,840.17,848.65,856.84,864.9,872.95,881.15,889.63,898.57,908.22,918.96,931.49,947.25,970.61,990.86,1014.4,"2021-02-06","MA","4wk ahead inc death"
"COVIDhub-baseline",12.67,130.166102329458,43.8388246218983,86.3272777075597,0,0,73.4848505985061,179.975693756938,285.953178531785,347.059468094681,397.574484744847,438.644158941589,471.757933579336,501.810753607536,527.326790267903,550.090104401044,572,593.85227702277,617.827753277533,643.302575525755,672.440713407134,706.511640116401,746.861461614616,798.29656196562,861.222875228752,969.264260642603,1076.57025545255,1194.77857648576,"2021-02-06","MA","4wk ahead inc death"
"Karlen-pypm",12.26,112.490304347826,48.6468260869565,63.8434782608696,0,189.9,218,258.9,302.8,344,368,405,430,458.6,483.6,507,531,561.5,596.4,626,661,709.3,758,827.6,899,1042.1,1201.1,1383,"2021-02-06","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",-4.24,249.96347826087,86.5721739130435,163.391304347826,0,499.5,500,500.1,500.2,500.3,500.4,500.5,500.6,500.7,500.8,500.9,501,616.9,732.8,848.7,964.6,1080.5,1196.4,1312.3,1428.2,1544.1,1602,1602.5,"2021-02-06","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",3.04,177.994746858897,14.7572082065152,163.237538652382,0,401.981774578132,439.97335979193,459.400874958076,481.788773387635,496.960737612626,508.925619968919,519.286961390864,528.538159089029,537.110935622662,545.251989597047,553.084670314827,560.855676381285,570.50677523208,580.234470105501,590.345145092048,600.991992236973,612.481395630777,625.349527431837,640.209155821157,659.051777386995,686.8561336,710.983880726988,758.167030664209,"2021-02-06","MA","4wk ahead inc death"
