"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"Ens.wo.CovidAnalytics-DELPHI",NA,9.15677233906043,8.97706736543348,0.179704973626952,0,4.47463343797356,7.22463343797356,8.60621968797356,10.1707314104791,11.277710433332,12.9694200018907,14.7954893751657,16.3085193751657,18.4900184845603,22.4124170825492,27.0136465427766,33.1332143934199,39.703082436709,46.6121380603549,53.862251341615,62.0956690331037,70.6774098651161,80.5888389680133,92.4794651671796,108.262013891784,137.597425872607,162.020162509748,197.125618617648,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,9.31365068889541,9.24807615005106,0.0655745388443436,0,3.22463343797356,5.72463343797356,6.98121968797356,8.17073141047914,9.02771043333204,10.4694200018907,12.1704893751657,13.4335193751657,15.4900184845603,19.2874170825492,24.0033564897915,30.5082143934199,37.4633724896941,44.6409389599016,52.1769743542214,60.7251732292007,69.6664017586398,79.8815243153497,92.1882506248913,108.216183930156,137.776905803835,162.354253754193,196.822534551748,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,9.42446457914015,9.35889004029581,0.0655745388443436,0,1.87500125,4.62500125,6.0065875,7.56906375,8.67557,10.36586125,11.881105,13.394135,15.573344146679,19.4936147447725,24.4595541520148,30.5082143934199,37.586852856796,45.0144193270035,52.7990449135011,61.1431636978997,70.3343922273387,80.9229363010128,93.6035641914959,110.381131357075,136.258494842859,161.960842793217,198.554123590772,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,8.49164960193889,8.47107506309454,0.0205745388443435,0,4.47463343797356,7.22463343797356,8.60621968797356,10.1707314104791,11.277710433332,12.2506700018907,13.3179893751657,14.1497693751657,15.7012684845603,19.0249170825492,23.4121064897915,29.4732143934199,35.7808724896941,42.4234389599016,49.3957243542214,57.3376732292007,65.6026517586398,75.1627743153497,86.6432506248913,101.909933930156,130.481905803835,154.241753754193,188.577534551748,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,5.95592917518074,5.78780806185117,0,0.168121113329569,4.47463343797356,7.22463343797356,8.60621968797356,10.1707314104791,11.277710433332,12.9694200018907,14.7954893751657,16.3085193751657,17.6066005878813,18.7254398377767,21.0871433901605,25.1332143934199,29.7014567455366,34.472104396556,39.4353538130161,45.119776550234,50.738664981272,57.1014658897655,64.3867284846699,73.9314822081392,93.0879451642286,106.590012518031,128.313981353716,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,9.52837894976497,9.39215223700759,0.136226712757387,0,3.84963343797356,6.47463343797356,7.73121968797356,9.17073141047914,10.152710433332,11.7194200018907,13.4204893751657,14.8085193751657,16.8650184845603,20.7874170825492,25.6283564897915,32.1332143934199,39.0883724896941,46.3909389599016,54.0519743542214,62.7251732292007,71.7914017586398,82.2565243153497,94.8132506248913,111.341183930156,141.776905803835,166.979253754193,202.822534551748,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,8.87312117642411,8.84630441092063,0,0.0268167655034825,4.47463343797356,4.84963343797356,5.48121968797356,6.50823141047914,7.24021043333204,8.6194200018907,10.1829893751657,11.4585193751657,13.4275184845603,17.1499170825492,21.9283564897915,28.3832143934199,34.8508724896941,41.6284389599016,48.7144743542214,56.7501732292007,65.1164017586398,74.7815243153497,86.4007506248913,101.866183930156,130.764405803835,153.854253754193,186.785034551748,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,7.32544592170318,7.21404836735535,0.111397554347826,0,4.47463343797356,7.22463343797356,8.60621968797356,10.1707314104791,11.277710433332,12.9694200018907,14.7954893751657,16.3085193751657,18.4900184845603,22.4124170825492,26.7093391344227,31.56214375,36.4046504300406,41.5768063457904,47.0186354945322,53.3483141563649,59.8756719521925,67.4822592872576,76.7187127813284,89.1278980834708,113.492052781809,133.600272191584,159.253923843107,"2021-06-12","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,9.35575579324324,9.2587527217902,0.0970030714530392,0,4.47463218797356,7.22463218797356,8.22463218797356,9.26416766047914,10.014640433332,11.4223087518907,13.0043843751657,14.2981343751657,16.2763422345603,20.0057795825492,24.7849927397915,31.2310706434199,38.1274474896941,45.3682877099016,52.9613618542214,61.5562694792008,70.5282180086398,80.8743468153497,93.2720318748913,109.693460180156,139.979204553835,165.233225004193,201.324990801748,"2021-06-12","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.95,9.20571443979225,3.77001323831946,0,5.43570120147279,0,0,0,0,0,0,0,0,0,0,0,3,6.743780320121,10.5478730939722,14.4797048987566,18.6232633858526,23.0948144843605,28.0740986795281,33.878062537231,41.1807743620666,52.0044933639256,61.3924554137629,72.3079901382516,"2021-06-19","MA","4wk ahead inc death"
"UMass-MechBayes",0.91,2.29652173913043,1.60086956521739,0,0.695652173913043,8,9,11,13,15,16,17,17,18,19,20,21,22,23,24,25,27,28,30,32,36,39,44,"2021-06-19","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.79,2.34312882189768,2.12573751754986,0.217391304347826,0,20.7316903445164,20.7316903445164,20.7316903445164,20.7390507554817,20.7407657170434,20.7459106017282,23.2248282619701,23.2248282619701,23.2344300912206,23.2433367050653,23.2433367050653,30,30.0050652481048,30.0050652481048,30.0098133369109,34.1563813123626,34.1563813123626,34.1630033688205,34.167617605078,34.1691556838305,71.0177732512668,71.0177732512668,71.0177732512668,"2021-06-19","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.02,8.71506956521739,8.24637391304348,0.468695652173913,0,0,0,0,0,0,4.95,10.17,14.85,19.19,23.31,27.29,31.2,37.33,43.56,50.01,56.81,64.15,72.33,81.86,93.85,111.61,127.02,144.93,"2021-06-19","MA","4wk ahead inc death"
"COVIDhub-baseline",-2.89,34.5780109451312,29.791192294336,4.78681865079521,0,0,0,0,0,0,0,0,0,8.62953229532299,30.9805558055581,51.0678586785868,71,90.7040575405755,111.283250832508,132.996033460335,158.273880738807,185.971957219572,219.718153181532,262.563319133191,320.042719427194,413.55709107091,512.394249692495,631.780370703706,"2021-06-19","MA","4wk ahead inc death"
"Karlen-pypm",1.1,8.1704347826087,1.1704347826087,0,7,2,4,5,6,7,8,9,9,10,11,11,12,13,13,14,15,16,17,19,21,23,26,28,"2021-06-19","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.23,15.9459130434783,5.98069565217391,9.96521739130435,0,0,21,26.5,30.5,33.3,35.6,37.5,39.3,40.9,42.3,43.7,45,50.2,55.8,61.8,68.2,75.2,83.1,92.2,103.5,119.7,142,172.3,"2021-06-19","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-1.13,19.2666920929896,19.0739111991849,0,0.192780893804739,0,0,0,0,0,0,0,0,0,0,6.25965963379257,20.566039442491,38.549232322304,56.6751489551315,75.5146843530308,95.353286022031,116.761848974189,140.739439480607,168.427847565398,203.537890806938,255.346613151161,300.304595350694,388.222427207558,"2021-06-19","MA","4wk ahead inc death"
"BPagano-RtDriven",0.46,7.7606572826087,4.4075577173913,3.35309956521739,0,1e-05,1e-05,5.41631,12.86792,17.92822,21.95994,25.42323,28.53572,31.42127,34.1602,36.81061,39.41923,42.02784,44.67826,47.41719,50.30274,53.41523,56.87851,60.91024,65.97054,73.42214,79.78578,86.90436,"2021-06-19","MA","4wk ahead inc death"
"Ensemble.all",NA,8.69575528830176,8.46297620886944,0.232779079432324,0,3.41463337161293,6.0813000382796,7.62755559383516,9.23410786172019,10.4409984130048,11.9173167335254,13.5908953624411,14.6567275846633,16.8194702651715,20.4437880567359,24.3746072241605,30.3539188269434,36.7288861590117,43.1721775699685,50.0252695610037,57.9688390510059,66.1944702211649,75.5559116344986,87.0007874267664,101.694564475559,128.406456759696,150.990539300913,182.162546811198,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,9.64159766430438,9.04959658018818,0.592001084116198,0,3.84146254306455,6.84146254306455,8.58100004306455,10.3883713444352,11.7461232146304,13.406981325216,15.2897572827463,16.4888185327463,18.9219040483179,22.9992615638279,27.4214331271806,33.7731586803114,40.477024388873,47.250215629468,54.4684651437846,62.8870360091501,71.5819271882655,81.4911382538699,93.6411280379584,109.258788239745,137.956702184167,162.190299786807,195.894366395316,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,9.60435513412209,9.32073953932594,0.283615594796147,0,2.84146254306455,5.71646254306455,7.20600004306455,8.76337134443521,9.87112321463042,11.406981325216,13.1647572827463,14.3638185327463,16.6719040483179,20.6242615638279,24.9214331271806,31.5231586803114,38.5699969288882,45.6936997662146,53.2784282561292,62.0899439323817,71.0937789988105,81.5004005888109,94.1258858551122,110.406385035004,139.957263854658,164.989356713527,199.432865162598,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,9.48983359660227,9.25513104528438,0.234702551317886,0,1.25000125,4.25000125,5.98953875,7.79599,9.1535275,10.8137425,12.38665375,13.585715,16.0176002869154,20.0938444756948,24.5160160390474,30.3981586803114,37.5693637728751,44.8180666102015,52.5272015890153,60.9453962683363,70.1992313347652,80.7300251677084,93.6049336544775,110.135240574525,135.58004219825,160.987135057119,196.055643506189,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,8.71823230803513,8.49005149584768,0.228180812187451,0,3.84146254306455,6.84146254306455,8.58100004306455,10.3883713444352,11.7461232146304,12.788231325216,14.0185072827463,14.6325685327463,16.5231540483179,20.0855115638279,24.0101831271806,30.2481586803114,36.6537469288882,43.1236997662146,50.0271782561292,58.1136939323817,66.4500289988105,75.9591505888109,87.6433858551122,102.675135035004,130.506013854658,153.986856713527,186.816615162598,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,5.80882566254749,5.79694919818612,0.0118764643613642,0,3.84146254306455,6.84146254306455,8.58100004306455,10.3883713444352,11.7461232146304,13.406981325216,15.2897572827463,16.4888185327463,17.8432125114026,19.1266920881332,21.0379507923572,25.2731586803114,29.9819897363162,34.6582934121511,39.6539240735873,45.4307088400308,51.222284346364,57.5356314411194,65.0554709634634,74.4010451066044,92.7626274707942,105.815075501965,125.960318824635,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,9.79806671039866,9.37454388715203,0.423522823246632,0,3.59146254306455,6.34146254306455,7.95600004306455,9.63837134443521,10.8711232146304,12.406981325216,14.1647572827463,15.3638185327463,17.6719040483179,21.6242615638279,26.0464331271806,32.6481586803114,39.6949969288882,46.9436997662146,54.5284282561292,63.3399439323817,72.4687789988105,82.8754005888109,95.5008858551122,111.781385035004,141.582263854658,166.614356713527,201.432865162598,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,8.92644209064383,8.77326127845638,0.153180812187451,0,3.84146254306455,4.21646254306455,5.26850004306455,6.57587134443521,7.58362321463042,8.95698132521603,10.6022572827463,11.5763185327463,13.8094040483179,17.7117615638279,21.9589331271806,28.5231586803114,35.0449969288882,41.5936997662146,48.5534282561292,56.6899439323817,65.0687789988105,74.6129005888109,86.3508858551123,101.468885035004,129.494763854658,152.114356713527,183.395365162598,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,7.56510303490231,7.13660933508001,0.428493699822305,0,3.84146254306455,6.84146254306455,8.58100004306455,10.3883713444352,11.7461232146304,13.406981325216,15.2897572827463,16.4888185327463,18.9219040483179,22.9992615638279,26.6389756729565,31.57740375,36.5013428886002,41.4843061468231,46.8390927120003,53.2957831796278,59.8735478770369,67.4079706537351,76.8224049094375,88.9641486841364,112.538937210763,132.326282294691,156.405061761653,"2021-06-19","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,9.15341460423078,8.9699035203042,0.183511083926582,0,3.84146129306455,6.84146129306455,7.90396129306455,8.77988134443521,9.50509571463042,10.661988825216,12.1118535327463,12.9218535327463,14.9942452983179,18.7292365638279,22.8201068771806,29.2207549303114,36.0665169288882,42.9839172662146,50.3512795061292,58.9271014323817,67.7918752488105,77.8905868388109,90.2621058551123,106.160067535004,135.279496354658,159.891134213527,194.069820162598,"2021-06-19","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.27,6.00533716675288,5.59503923472078,0,0.410297932032096,0,0,0,0,0,0,0,0,0,3.36787610840111,7.71842621836913,12,16.2815737816309,20.6321238915989,25.1287627244601,29.8675427446578,34.9814314639516,40.6759890603826,47.3136914247843,55.6654366690127,68.0439812243712,78.7805225645425,91.2640721568241,"2021-06-26","MA","4wk ahead inc death"
"UMass-MechBayes",0.8,1.90304347826087,1.25086956521739,0,0.652173913043478,5,6,7,8,9,10,11,12,13,13,14,15,15,16,17,18,19,20,22,24,28,31,36,"2021-06-26","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.74,3.4767473333309,1.79269387343626,0,1.68405345989464,12.0160036410787,12.0160036410787,12.0160036410787,12.0164691563426,12.0175992506134,12.3346847165452,12.651770182477,12.6531273197972,12.6538414719049,13.3266429834846,13.9994444950644,14,14.0013484441777,14.3760137611051,14.7506790780324,14.7522217271115,14.7531222007849,31.0991896100481,47.4452570193112,56.4452570193112,68.4452570193112,68.4452570193112,68.4452570193112,"2021-06-26","MA","4wk ahead inc death"
"RobertWalraven-ESG",-0.08,8.7910652173913,7.77323913043478,1.01782608695652,0,0,0,0,0,0,4.24,8.71,12.72,16.44,19.97,23.37,26.73,32.81,39,45.4,52.16,59.44,67.56,77.02,88.93,106.57,121.87,139.65,"2021-06-26","MA","4wk ahead inc death"
"COVIDhub-baseline",-2.51,29.6989961889401,27.2452158250495,2.45378036389062,0,0,0,0,0,0,0,0,0,0,10.3488614886149,30.2184741847421,50,69.3292287922879,89.8136101361013,111.530084800848,135.584615846158,163.229707297073,197.466864668647,240.45078200782,298.812026120261,392.451134511344,489.229200542004,612.042211122114,"2021-06-26","MA","4wk ahead inc death"
"Karlen-pypm",0.88,5.94913043478261,0.905652173913043,0,5.04347826086957,2,2,3,4,5,5,6,7,7,7,8,8,9,10,10,11,12,12,13,15,17,19,21,"2021-06-26","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.38,11.054347826087,3.86304347826087,7.19130434782609,0,0,16,19.7,22.4,24.2,25.7,27,28.2,29.2,30.2,31.1,32,35.4,38.9,42.7,46.8,51.3,56.4,62.2,69.4,79.8,94,113.5,"2021-06-26","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-1.12,17.1952364240981,16.8391746454362,0,0.356061778661969,0,0,0,0,0,0,0,0,0,0,0,9.81057909077471,27.3892847966899,45.1075040399536,63.52329096996,82.9156726614061,103.842703263686,127.28097753824,154.346603783855,188.666933971594,239.310348029112,283.2571122939,369.197451300596,"2021-06-26","MA","4wk ahead inc death"
"BPagano-RtDriven",0.76,2.2077803,1.6071450826087,0,0.600635217391304,1e-05,1e-05,1.97497,4.69208,6.53724,8.00734,9.27017,10.40509,11.45726,12.45597,13.4224,14.37359,15.32478,16.29121,17.28991,18.34209,19.477,20.73984,22.20994,24.0551,26.77221,29.0926,31.68828,"2021-06-26","MA","4wk ahead inc death"
"Ensemble.all",NA,7.52643404975632,7.43023033434195,0.0962037154143705,0,2.1128904045643,4.00177929345319,4.85455262678652,5.67872768403807,6.30609325006816,7.25355830183836,8.292437798053,9.21980192442191,9.97234460798943,12.1854833978334,15.7587494331306,20.2126854545305,26.0595795349763,32.2356068698621,38.5914141748112,45.4913492199259,53.1137738028328,63.6914289863686,76.2206971373078,91.2194170866865,114.043658976015,134.963854713306,164.754141288761,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,7.80046709728793,7.65962922179459,0.140837875493341,0,2.37700170513484,4.50200170513484,5.46137170513484,6.38856864454282,7.09435490632668,8.16025308956815,9.32899252280962,10.3722771649746,11.2188876839881,13.2876843090124,16.7637898349758,21.2392711363468,27.2818302541444,33.686042242145,40.274245606105,47.4443250293345,55.380316595193,66.5683589771169,79.8340728513733,95.6636646388958,119.793618694971,141.986771231902,173.940399930253,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,8.32718395814977,8.20265043048251,0.124533527667254,0,1.75200170513484,3.75200170513484,4.58637170513484,5.38856864454282,5.96935490632668,6.91025308956815,7.95399252280963,8.87227716497465,9.59388768398811,12.0836688225626,15.978593112272,20.8642711363468,27.4420269768483,34.2650577285949,41.2903409466626,48.9277678724167,57.3779955281869,69.1528576096647,82.9982842794713,99.6218442225224,124.799116348017,147.95933655247,180.848408949856,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,8.26489070223111,8.13492239195516,0.12996831027595,0,0.87500125,3.00000125,3.95937125,4.88651,5.592155,6.6184175,7.74752125,8.79063625,9.6371575,12.042838449627,15.9786625503889,20.9892711363468,27.5668584213261,34.4680560084567,41.5715060619085,49.3337401565277,57.9088552530888,67.7654589084087,79.8176271520574,95.5661870951085,119.743459220603,143.278679425056,176.792751822442,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,7.44813776249759,7.38735423483034,0.0607835276672538,0,2.37700170513484,4.50200170513484,5.46137170513484,6.38856864454282,7.09435490632668,7.63025308956815,8.24024252280963,8.78227716497465,9.16388768398811,11.2124188225626,14.807343112272,19.3980211363468,25.2157769768483,31.3900577285949,37.7403409466626,44.6577678724167,52.3229955281869,63.2078576096647,76.1207842794713,91.5055942225224,114.977866348017,136.60058655247,167.892158949856,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,5.01904101164059,4.9533571480035,0,0.0656838636370939,2.37700170513484,4.50200170513484,5.46137170513484,6.38856864454282,7.09435490632668,8.16025308956815,9.32899252280962,10.3722771649746,11.2188876839881,12.4150611364857,13.9512838391792,16.4892711363468,20.6508733778123,25.0383564615822,29.4740803465566,34.2296908916469,39.3492821160528,46.9694995260838,55.6919365284938,65.2703409574897,79.2427245340993,90.6806864847192,108.843132559591,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,8.40837961032368,8.24580260439556,0.162577005928123,0,2.12700170513484,4.25200170513484,5.08637170513484,5.88856864454282,6.46935490632668,7.53525308956815,8.57899252280962,9.49727716497465,10.3438876839881,12.8336688225626,16.728593112272,21.7392711363468,28.1920269768483,35.0150577285949,42.1653409466626,49.8027678724167,58.2529955281869,70.1528576096647,84.1232842794713,100.746844222522,126.174116348017,149.45933655247,182.723408949856,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,7.90827091467151,7.87612869135208,0.0321422233194278,0,2.37700170513484,2.50200170513484,2.99887170513484,3.58856864454282,4.06935490632667,4.94775308956815,5.95399252280963,6.84727716497465,7.56888768398811,9.93366882256258,13.841093112272,18.7392711363468,24.8920269768483,31.4025577285949,38.0778409466626,45.3277678724167,53.3404955281869,64.6028576096647,77.9732842794713,93.9468442225224,118.324116348017,140.08433655247,171.160908949856,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,6.40684919762908,6.25411229545517,0.152736902173913,0,2.37700170513484,4.50200170513484,5.46137170513484,6.38856864454282,7.09435490632668,8.16025308956815,9.32899252280962,10.3722771649746,11.2188876839881,13.7086688225626,17.728593112272,21.51294875,25.8933663772621,30.6266197236007,35.4749295754176,40.8133087897409,46.7726576202262,55.7427354173847,66.4549588064894,79.0384774760731,98.3853228443783,116.427197515732,139.198727537281,"2021-06-26","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,8.28605392064977,8.1581159908086,0.127937929841167,0,2.37700045513484,4.50200045513484,5.21450045513484,5.80205864454283,6.27719990632668,7.15933558956815,8.17022127280963,9.07164091497465,9.78673018398811,12.1516725725626,16.050793112272,20.9425723863468,27.4014294768483,34.2286564785949,41.2541021966626,48.8850066224167,57.3183705281869,69.0603776096647,82.9720417794713,99.6149567225224,124.952590098017,148.19776155247,181.387373949856,"2021-06-26","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.33,4.70556548231823,4.70556548231823,0,0,0,0,0,0,0,0,0,0,0,1.45304274333103,5.2566739394606,9,12.7433260605394,16.546957256669,20.4783119842468,24.6213677038249,29.0923762371312,34.0710562602144,39.8743158815669,47.1761416162662,57.9985472990666,67.3853702404776,78.2995805052487,"2021-07-03","MA","4wk ahead inc death"
"UMass-MechBayes",0.7,1.73826086956522,1.08608695652174,0.652173913043478,0,3,4,5,6,7,8,9,10,10,11,11,12,13,13,14,15,16,16,18,19,22,24,27,"2021-07-03","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.68,2.57213184332985,1.75716329695496,0,0.814968546374883,5.2095099037324,5.2095099037324,5.2095099037324,5.20985002116795,5.21067586984936,5.37312576005206,5.53557565025476,5.5360763493758,5.53729210794554,6.26837183913521,6.99945157032489,7,7.00133192980429,7.23246177340879,7.4635916170133,7.46433524166132,7.46614115480115,23.0537345641278,38.6413279734545,46.6413279734545,68.6413279734545,68.6413279734545,68.6413279734545,"2021-07-03","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.07,6.72226086956522,5.72486956521739,0.997391304347826,0,0,0,0,0,0,2.49,5.11,7.47,9.66,11.73,13.73,15.7,20.64,25.66,30.86,36.34,42.25,48.84,56.52,66.19,80.5,92.92,107.35,"2021-07-03","MA","4wk ahead inc death"
"COVIDhub-baseline",-2.6,27.8937843928005,25.6509800951923,2.2428042976082,0,0,0,0,0,0,0,0,0,0,0,19.7922494224943,39,58.1120061200612,78.2728557285573,99.799140491405,123.988305883059,152.061185611856,184.937458374584,227.292700927009,285.417139171392,377.630039300393,474.356727567276,592.822006420062,"2021-07-03","MA","4wk ahead inc death"
"Karlen-pypm",0.82,1.27652173913043,0.754782608695652,0,0.521739130434783,1,1,2,3,4,4,4,5,5,6,6,7,7,7,8,9,9,10,11,12,14,17,19,"2021-07-03","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.28,11.1093913043478,2.8224347826087,8.28695652173913,0,0,9,12.4,15,16.7,18.1,19.3,20.4,21.4,22.3,23.2,24,26.3,28.7,31.3,34,37.1,40.5,44.5,49.3,56.4,66,80.3,"2021-07-03","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.75,14.0637868332825,13.9969029720616,0,0.0668838612208756,0,0,0,0,0,0,0,0,0,0,0,7.46167119191986,22.2358390429592,37.1272621944036,52.6049618478734,68.9034486041787,86.4917436649398,106.190634132992,128.938162411577,157.782966311225,200.346640358267,237.282059985865,309.511325035391,"2021-07-03","MA","4wk ahead inc death"
"BPagano-RtDriven",0.51,4.36647409130435,1.9266219173913,2.43985217391304,0,1e-05,1e-05,2.36757,5.6248,7.83674,9.59908,11.11294,12.47347,13.73479,14.93203,16.09057,17.23084,18.37112,19.52966,20.72689,21.98822,23.34874,24.86261,26.62495,28.83689,32.09412,34.87578,37.98744,"2021-07-03","MA","4wk ahead inc death"
"Ensemble.all",NA,6.97253515761643,6.49171196410687,0.480823193509562,0,1.0232799893036,2.13439110041471,2.99745332263693,3.87051666901866,4.52749065220548,5.28468952889467,6.0065017389172,6.76439403881953,7.25912023421617,8.1870493980518,11.3409938813644,15.3769456879911,20.600402572596,25.8965774392265,31.6925439933932,37.9228530480804,44.7566874076365,54.2728325924354,65.7101619104008,79.1493850080375,101.067852770131,120.273473974119,146.767964437128,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,7.29909906159039,6.71498027433045,0.584118787259938,0,1.15118998796655,2.40118998796655,3.37213498796655,4.35433125264599,5.09342698373117,5.94527572000651,6.75731445628185,7.60994329367198,8.16651026349319,9.0288002298919,12.1015338741024,16.17406389899,21.5825371366031,27.0652799620462,33.0943229945365,39.5855387161124,46.7147263039496,56.798054633963,68.9396426640051,83.1460404320089,106.451515954014,126.884486940824,155.326512428613,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,7.6702977044924,7.16741509005501,0.502882614437388,0,0.77618998796655,1.90118998796655,2.74713498796655,3.60433125264599,4.21842698373117,4.94527572000651,5.63231445628185,6.35994329367198,6.91651026349319,7.83543057280828,11.383618116535,15.79906389899,21.5504528941705,27.5086496191298,33.9041119925673,40.7882096790905,48.351273333591,59.0569366664898,71.6739321492009,86.6680581340422,110.951334366398,132.307658220884,161.73895999177,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,7.65707129704341,7.08353054750086,0.573540749542552,0,0.50000125,1.75000125,2.72094625,3.7031,4.4420925,5.273635,6.0653675,6.91793375,7.47434875,8.42688409291638,11.8836866702444,16.42406389899,22.300286402945,28.2295918974537,34.7211630404407,41.7301677738828,49.4180056892409,58.1752198459738,69.0937661525191,83.2128921373604,105.121168369716,126.727492224202,156.533793995088,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,7.04066726970979,6.58756726396806,0.453100005741736,0,1.15118998796655,2.40118998796655,3.37213498796655,4.35433125264599,5.09342698373117,5.63402572000651,6.11856445628185,6.67619329367198,6.95901026349319,7.74418057280828,11.042368116535,15.33656389899,20.5954528941705,25.9261496191298,31.7966119925673,38.1207096790905,45.070023333591,54.9519366664898,66.8589321492009,80.7693081340422,103.638834366398,123.692658220884,151.69520999177,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,4.37567731389741,4.0968034477212,0.278873866176214,0,1.15118998796655,2.40118998796655,3.37213498796655,4.35433125264599,5.09342698373117,5.94527572000651,6.75731445628185,7.60994329367198,8.16651026349319,9.21043057280828,10.2845869387232,12.42406389899,15.9114521291629,19.3495426530602,23.1792194311417,27.1646714437081,31.343625132109,37.9397543696668,45.5123445333248,53.3659157376182,66.4975794538485,76.0130672749746,91.0112091892618,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,7.7932324871011,7.20882813353327,0.584404353567823,0,1.02618998796655,2.27618998796655,3.12213498796655,3.97933125264599,4.59342698373117,5.44527572000651,6.25731445628185,6.98494329367198,7.54151026349319,8.46043057280828,12.008618116535,16.42406389899,22.3004528941705,28.2586496191298,34.6541119925673,41.5382096790905,49.226273333591,59.8069366664898,72.5489321492009,87.5430581340422,111.951334366398,133.182658220884,162.73895999177,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,7.25542813927501,6.95037161179415,0.305056527480867,0,1.15118998796655,1.27618998796655,1.82213498796655,2.47933125264599,3.00592698373117,3.68277572000651,4.34481445628184,5.05994329367198,5.49151026349319,6.42293057280828,9.85861811653497,14.29906389899,19.8879528941705,25.5461496191298,31.7416119925673,38.4132096790905,45.713773333591,55.9944366664898,68.3614321492009,82.8805581340422,106.651334366398,127.057658220884,155.07645999177,"2021-07-03","MA","4wk ahead inc death"
